Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
TheMera,05/01/21 20:11:57,1,no,no,Roni looks more like Wendy(Mrs. Merrell) and Nessa looks more like Paul(Mr.Merrell),view comment
Tara Obermeyer,06/01/21 21:34:23,0,no,no,They get their hair from their mom and their laugh from their dad!,view comment
Lilia Miller,07/01/21 04:14:08,0,no,no,I feel like Roni looks more like her mom and acts more like her dad and Nessa looks more like her dad and acts more like her mom.,view comment
Thembi Hlatshwayo,07/01/21 11:58:25,0,no,no,Your mom is so sweet and beautiful 😍,view comment
J.N.Genesis Tynee,07/01/21 13:16:40,0,no,no,You guys are the nicest YouTubers I have seen,view comment
Summer Valentine,07/01/21 15:02:39,0,no,no,Love this Video,view comment
Cyrah Coningham,07/01/21 19:42:25,0,no,no,Your mom has such a calming voice xxxx,view comment
Damien Mc near,07/01/21 20:09:17,0,no,no,Shark attacks r machines Utah tell the world shark attacks r machines Utah tell the world,view comment
Devadanam Y,08/01/21 09:33:39,1,no,no,You know I love your hairstyle roni and venassa,view comment
Amber Renee,08/01/21 10:16:33,0,no,no,Your momma seem like the sweetest human!,view comment
Dina Zien latif,08/01/21 13:45:51,0,no,no,me watching this and didn't get anything :(,view comment
Leona Aguon,08/01/21 18:08:08,0,no,no,The clothing set be like ying and yang,view comment
kingsize19911,08/01/21 21:57:06,0,no,no,mama merrell :),view comment
SIENNA ELREDA,09/01/21 04:51:56,0,no,no,"Aaron: *Opens his shoes*
The twins: ""oooohhhhhhh""
Me: I thought you guys picked it ou-

lol love you girls! this was so generous of you guys!! <3 <3",view comment
abiha rubab,09/01/21 09:58:40,1,no,no,Paul is actually so funny he should make his own chanel😂,view comment
Noor Peerzay,09/01/21 18:37:03,0,no,no,Your mom is so cute I love her and you guys are amazing 😻,view comment
Kadi Wells,09/01/21 22:27:43,0,no,no,I wanted to tell you or something and you’re pretty yours mom is pretty and I’m not sure they give a strange one or whatever it’s called real light give gifts to yours and mom and family she’s really pretty you need to talk to your mom and to wear your hair 1 million you’ll need to talk to your mom into getting into yawls videos.   Loveyou ♥️♥️♥️😃♥️,view comment
_.xela._,10/01/21 13:15:26,0,no,no,k sry wait what happened to nezza and franny ?,view comment
Aayushi bhatnagar,10/01/21 18:44:29,0,no,no,Their mom could voice Barbie!!!!!,view comment
MzNeIsHa95,11/01/21 01:06:46,0,no,no,Omg Mama Merrell is so beautiful. Would love to see more of her. 🤗🤗,view comment
Ana A.,11/01/21 03:53:40,0,no,no,4:52 Awww🥺❤,view comment
Ines Martins,14/01/21 14:19:17,0,no,no,it says bougie ahahhahaha bougie literally means candle in french,view comment
Kimberly,14/01/21 19:26:25,0,no,no,roni looks like her mom and nessa looks like her dad,view comment
Jamilla Flores-Lobo,14/01/21 22:24:07,0,no,no,i love your mom she is so sweet and kind shout out wendy,view comment
Miss Jasmine Nicole,14/01/21 23:33:52,0,no,no,AM I THE ONLY ONE WHOS YOUTUBE HAS BEEN HIDING VIDEOS FROM THEM??? WHY AM I ONLY SEEING THIS NOW 😭😭😭,view comment
Cameron Fisher,15/01/21 03:10:58,4,no,no,"“Did y’all wrap these?”
“No! Nordstrom did!”
That cracks me up everytime.",view comment
Savannah R Lo Grande,16/01/21 00:24:47,0,no,no,You guys are matching outfits🥺🥺🥺. My twin dose not like matching me 🥺🥺🥺🥺,view comment
Maniraj Shetty,16/01/21 13:56:20,0,no,no,I like vanissia more,view comment
Ava Harris,17/01/21 03:35:35,0,no,no,Wendy is SO pretty and Paul is alright but the twins get all their good loooks from wendy,view comment
Nyllevé Fa'amoe,17/01/21 07:17:46,0,no,no,All examining the wrapping paper. Like omgosh beautiful,view comment
Tanishka Nautiyal,17/01/21 21:17:00,0,no,no,jealous of ur friends and family 😁😁😁! lol jk 😂😂😂,view comment
Ava Harris,17/01/21 23:23:48,0,no,no,Is it just me or is your mom the prettiest women on earth!! 🥰👸🌎,view comment
Ameera Zahra Putri Diva,18/01/21 04:19:30,0,no,no,roni looks lke wendy and nessa looks like paul OMG SDAKUHug,view comment
Lippsessed lip balm obsessed,18/01/21 21:53:53,8,no,no,Ur mom is so beautiful I don’t know why she doesn’t like the camera she is beautiful,view comment
Anna Era Marasigan,19/01/21 03:31:48,0,no,no,Merrel Twins if the Lorenzo Peros And the Almeera Anne Peros account and this account comment something or comment like this jhhghvhgh my kids comment that im a Filipino,view comment
Ava Sieb,19/01/21 08:17:12,0,no,no,I have watched all of your videos!!!!!!!!! I LOVE ALL OF THEM!!!!!!!!!!!!1,view comment
Connie D. Momshie,19/01/21 13:30:42,0,no,no,"Its funny when two of your friends said you cant wrap the gifts like that. They really know you. 
Love yah Merrell Twins..❤❤",view comment
Plaksha Sharma,19/01/21 13:40:53,0,no,no,Leaving everything beyond i love her mom's voice its like heaven,view comment
Jasmine Rivera,19/01/21 16:15:45,0,no,no,Why did u guys only get Aaron a little bit of gifts?  Btw LOVE u guys,view comment
Glaiza Mangilit,19/01/21 18:07:42,0,no,no,"VV: -curious of the reaction from Aaron-
Aaron: -Opening the first gift-
VV: -Gasp-
Aaron: What is it?
VV: Ugh Aaron
Me: -Laugh- 🤣😂",view comment
Ashley Bratt,19/01/21 20:33:26,0,no,no,You guys are so pretty,view comment
ERIN TAN RUI FEI Moe,20/01/21 09:20:06,0,no,no,you guys are so sweet,view comment
Jordyn Dillon,20/01/21 14:13:34,0,no,no,Mama Merell sounds just like you guys!!❤,view comment
Unicorn sisters_fzm,20/01/21 14:20:54,0,no,no,"Nessa saying shut up shuttt uppppp bc how much she loved them and when i saw roni while she was saying shutt upp ronni was like 
Yea- mhmm- yeaaaaaa- goodd girll i aint talking lol 😂",view comment
Sofie Heller-Oquendo,20/01/21 20:49:33,0,no,no,"Her name is Corinna...
Instantly me: OMG CORONA VIRRRIS",view comment
Isabella Loboy,20/01/21 21:45:00,0,no,no,Your mom looks just like you,view comment
Sophia Barry,22/01/21 21:53:17,0,no,no,Ur mom is so pretty,view comment
Anaya Pema,22/01/21 23:40:13,0,no,no,"emily`s mom was like "" Oh no!"" when she saw the heels",view comment
•o b s e s s e d•,26/01/21 10:52:37,0,no,no,"Nobody: 
Not a soul: 
Vanessa and veroncia: oOooOOOOo after they open a gift",view comment
Zoe Gale R. Rivadeniera,27/01/21 09:07:00,3,no,no,"*Aaron opening the gift*
Also Aaron: what is it
Nessa: uhh Aaronn-

*me laughing for hours and keep replaying it*",view comment
Ashley Mae,27/01/21 13:04:03,0,no,no,"This video just slapped me the reality.






The reality of being broke",view comment
Pearly Balayo,27/01/21 14:51:51,1,no,no,Omg mommy Merrell is so gorgeous,view comment
Skye Alena,27/01/21 16:25:29,0,no,no,wendyyyyyy love you,view comment
christopher abenoja,27/01/21 17:20:55,1,no,no,"When you have a gift to your friend and they say all the time ""stop"" like what the heck",view comment
Britney Shelley,28/01/21 01:15:53,0,no,no,hi  funny,view comment
Oscar Avila,28/01/21 16:14:44,0,no,no,Who loves emily’s s’s,view comment
Faith Udaundo,28/01/21 17:42:10,0,no,no,"Awwhh ur mom is so cutee🥺❤️




Actually all of u are hehehe❤️",view comment
CHLOE PENA,29/01/21 19:00:24,1,no,no,"Their mom is so pretty and she sounds so sweet, nice, and caring. I can see the resemblance they look just like their mom.",view comment
Amana Rahman,30/01/21 01:40:08,3,no,no,"Is no one gonna talk about that we saw The Merell Twins mom??
Or is it just me cause I haven’t been catching up with them",view comment
Mariyah Rodriguez,30/01/21 04:00:55,0,no,no,Corrine was so shocked cause she's use to davids gifts lolll,view comment
Cindy Montoya,30/01/21 07:04:31,1,no,no,I barely discovered you girls an hour ago and I’m in loooove with you girls!! you’re so sweet and pure 🥺,view comment
Michelle Monraz,31/01/21 03:52:00,0,no,no,Omw to Nordstrom ..,view comment
Adam Alberta,31/01/21 05:26:54,1,no,no,"No one:
Literally no one:
Merrell Twins: Brings smiles to everyone everyday 😄",view comment
Hannen Birhane,31/01/21 18:23:24,0,no,no,you sound JUST LIKE YOUR MOM!!!,view comment
Jeanie Bumgardner,01/02/21 04:35:36,0,no,no,Omg I’m so glad things panned out for you 🖤🖤😂😂🙌🙌‼️‼️😭😭,view comment
eshalll Muaviyath,01/02/33 16:11:00,0,no,no,Omg your mom voice its soo cute... she definetly is a young girl,view comment
Shawna Carrillo,01/02/85 16:10:56,0,no,no,I wonder where they got the gifts from and who wrapped them.,view comment
Shawna Carrillo,25/02/39 19:59:00,0,no,no,I would never invite them to my birthday they kept trying to open everyone's gifts,view comment
Rethan Bala,13/04/15 00:00:00,0,no,no,I've watched u guys for a long time that I can tell u apart love ur vids.❤,view comment
Smilla Benjaminsen,01/02/87 16:10:57,0,no,no,"OMG their mom is sooo cute. Also if you look at 10:36 in the video, you can see that Nessa looks like their dad and Roni looks like their mom❤️",view comment
Chitra Suresh,01/02/76 16:10:42,0,no,no,ronron is real ok,view comment
Chitra Suresh,11/02/59 00:00:00,0,no,no,"wendi finnaly
thank u for being on the merrel twins channel",view comment
Chitra Suresh,30/08/86 00:00:00,0,no,no,the merrel twins got money,view comment
It's Nira,14/05/17 14:37:00,0,no,no,Is it just me.. or is this the first time I am ever seeing Wendy?!,view comment
Stepheny Bennett,01/02/93 16:10:42,1,no,no,I love watching YouTube videos😁🤩,view comment
Nicki Minaj,01/02/38 16:10:54,0,no,no,I LOBE UR MOM SHES SO PRECIOUSE.,view comment
freya vaughan,01/02/72 16:10:55,2,no,no,ur mom is litteraly the most sweetest person ever i love her,view comment
Nimrit Sandhu,01/02/35 16:12:00,1,no,no,your mom is like my mom lol!,view comment
Ava Wafer15,01/02/08 16:10:39,0,no,no,It is sad to say this but what happened to your mum,view comment
Zoe Gonzales,01/02/11 16:10:40,1,no,no,Can yoll do 24 hours spicing Spanish,view comment
dellytelly300,01/02/80 16:10:49,0,no,no,Does nobody think the twin's mom is sweet and beautiful,view comment
Agota Bačkutė,11/07/84 17:42:00,0,no,no,I love that you guys got what you allwais need and you like it so much love you merell twins ❤️❤️❤️❤️❤️❤️❤️❤️,view comment
Manasa Deepak,01/02/76 16:11:39,0,no,no,omgg! we finally got to see momma merrell! she looks so pretty!,view comment
Spookyxboo_,01/02/90 16:10:41,0,no,no,Your mum is so pretty 😌😌,view comment
Delilah Lopez,###############################################################################################################################################################################################################################################################,0,no,no,Me can’t wait for New Years 😘😘,view comment
amanda jägfeldt,###############################################################################################################################################################################################################################################################,0,no,no,love is love,view comment
Kelly Romero,01/02/01 16:09:55,2,no,no,can we appreciate how many times nat uploads compared to other creators!! she’s keeping us ENTERTAINED!,view comment
drizzy. nya,01/02/10 16:10:43,1,no,no,"Its so funny when they were in the car and Jakob goes""😚😐😚😐😔""And Nat didnt even notice,LMAO its funny but sad🙊",view comment
Jenny Menny,01/02/07 16:09:49,0,no,no,GET A PROMISE RING 😍😍😍😍,view comment
Addieg2009 Yo girl,01/02/09 16:09:41,0,no,no,I just wanna say I have been watching you for a long time I watch all you videos and I love you Jacobs relationship and I love you and Jacob videos,view comment
Brianna Saul,01/02/09 16:11:40,0,no,no,the way he looks at her,view comment
Sheri Yogitha reddy,01/02/02 16:10:55,0,no,no,I'm so jelly jelly 😭,view comment
Manuel Saldana,01/02/07 16:09:37,0,no,no,Couple goals🥲,view comment
Karla Leon,01/02/06 16:10:51,0,no,no,"Nat, you should drop your playlist!",view comment
It's me Mia Mia,###############################################################################################################################################################################################################################################################,0,no,no,Omg when she said “ fucking dumbass” I was just straight up dying. 😭😭🤣,view comment
Nadiya Locke,###############################################################################################################################################################################################################################################################,0,no,no,"He was so sweet to get you a box with a video honestly, and the fact you got him a iPhone 12 when you don’t even have one is so sweet as well!",view comment
Alina Cheung,###############################################################################################################################################################################################################################################################,0,no,no,Is no one gonna talk abt how she was waving that cake pop around for like literally 30 min I was like eat it already before it fly's out of ur hand-,view comment
Kay Kay,###############################################################################################################################################################################################################################################################,0,no,no,YO THE WAY HE LOOKS AT HER 🥺💔,view comment
TaraAnaiyah,###############################################################################################################################################################################################################################################################,0,no,no,omg nat you spend way too much money on starbucks lmao🤣 watch that be me tho when I get my car,view comment
